"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-01","1988","01","01","","-6.2","","-14.3","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","6","","29","","46",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-02","1988","01","02","","-6.7","","-16.1","","-11.4","","29.4","","0.0","","0.0","","0.0","T","0.0","T","6","","32","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-03","1988","01","03","","-15.7","","-22.7","","-19.2","","37.2","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-04","1988","01","04","","-14.2","","-25.1","","-19.7","","37.7","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-05","1988","01","05","","-13.9","","-21.3","","-17.6","","35.6","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-06","1988","01","06","","-13.3","","-19.9","","-16.6","","34.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-07","1988","01","07","","-13.4","","-20.8","","-17.1","","35.1","","0.0","","0.0","","0.6","","0.4","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-08","1988","01","08","","-16.7","","-22.5","","-19.6","","37.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-09","1988","01","09","","-6.1","","-20.5","","-13.3","","31.3","","0.0","","0.0","","0.0","","0.0","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-10","1988","01","10","","-13.9","","-16.1","","-15.0","","33.0","","0.0","","0.0","","2.0","","1.8","","7","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-11","1988","01","11","","-13.7","","-17.5","","-15.6","","33.6","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-12","1988","01","12","","-14.0","","-18.2","","-16.1","","34.1","","0.0","","0.0","","0.6","","0.2","","8","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-13","1988","01","13","","-10.6","","-17.5","","-14.1","","32.1","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-14","1988","01","14","","-2.4","","-14.1","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","8","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-15","1988","01","15","","2.2","","-9.7","","-3.8","","21.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-16","1988","01","16","","-2.3","","-13.4","","-7.9","","25.9","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-17","1988","01","17","","-1.9","","-13.4","","-7.7","","25.7","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-18","1988","01","18","","-4.4","","-14.4","","-9.4","","27.4","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-19","1988","01","19","","-3.8","","-14.5","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-20","1988","01","20","","3.3","","-9.1","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","6","","29","","33",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-21","1988","01","21","","1.9","","-4.4","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","5","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-22","1988","01","22","","4.0","","-3.4","","0.3","","17.7","","0.0","","1.4","","0.6","","2.0","","5","","33","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-23","1988","01","23","","2.6","","-0.6","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","4","","30","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-24","1988","01","24","","0.2","","-4.2","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","4","","29","","43",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-25","1988","01","25","","4.8","","-4.4","","0.2","","17.8","","0.0","","0.0","","0.0","T","0.0","T","4","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-26","1988","01","26","","1.9","","-7.0","","-2.6","","20.6","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-27","1988","01","27","","0.2","","-5.9","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","2","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-28","1988","01","28","","-3.6","","-18.4","","-11.0","","29.0","","0.0","","0.0","","0.2","","0.2","","1","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-29","1988","01","29","","-17.9","","-21.3","","-19.6","","37.6","","0.0","","0.0","","0.6","","0.6","","1","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-30","1988","01","30","","-21.1","","-25.6","","-23.4","","41.4","","0.0","","0.0","","0.0","T","0.0","T","2","","31","","35",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-01-31","1988","01","31","","-22.6","","-29.6","","-26.1","","44.1","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-01","1988","02","01","","-15.3","","-26.9","","-21.1","","39.1","","0.0","","0.0","","0.8","","0.6","","2","","34","","44",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-02","1988","02","02","","-20.8","","-26.8","","-23.8","","41.8","","0.0","","0.0","","0.0","T","0.0","T","3","","34","","35",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-03","1988","02","03","","-20.4","","-27.0","","-23.7","","41.7","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-04","1988","02","04","","-22.1","","-28.3","","-25.2","","43.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-05","1988","02","05","","-15.4","","-28.9","","-22.2","","40.2","","0.0","","0.0","","0.0","T","0.0","T","3","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-06","1988","02","06","","-13.5","","-18.8","","-16.2","","34.2","","0.0","","0.0","","2.2","","2.0","","4","","34","","39",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-07","1988","02","07","","-9.4","","-21.6","","-15.5","","33.5","","0.0","","0.0","","1.4","","1.4","","4","","34","","31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-08","1988","02","08","","-14.7","","-22.4","","-18.6","","36.6","","0.0","","0.0","","2.0","","1.8","","5","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-09","1988","02","09","","-20.2","","-23.8","","-22.0","","40.0","","0.0","","0.0","","0.9","","0.7","","6","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-10","1988","02","10","","-11.8","","-24.4","","-18.1","","36.1","","0.0","","0.0","","0.0","T","0.0","T","6","","17","","44",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-11","1988","02","11","","5.3","","-11.8","","-3.3","","21.3","","0.0","","0.0","","0.0","","0.0","","6","","29","","31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-12","1988","02","12","","3.4","","-1.8","","0.8","","17.2","","0.0","","0.8","","0.0","","0.8","","3","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-13","1988","02","13","","0.8","","-14.8","","-7.0","","25.0","","0.0","","0.0","","12.0","","11.8","","5","","1","","39",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-14","1988","02","14","","-2.5","","-16.4","","-9.5","","27.5","","0.0","","0.0","T","0.0","T","0.0","T","12","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-15","1988","02","15","","2.7","","-4.1","","-0.7","","18.7","","0.0","","0.0","","0.0","","0.0","","12","","29","","35",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-16","1988","02","16","","3.5","","-4.4","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","10","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-17","1988","02","17","","5.9","","-0.8","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-18","1988","02","18","","6.0","","-2.3","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","8","","30","","37",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-19","1988","02","19","","6.1","","-0.4","","2.9","","15.1","","0.0","","0.0","T","0.0","","0.0","T","7","","29","","37",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-20","1988","02","20","","11.6","","3.1","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","6","","30","","48",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-21","1988","02","21","","7.6","","-7.2","","0.2","","17.8","","0.0","","0.0","","2.2","","2.2","","2","","30","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1988-02-22","1988","02","22","","-5.5","","-12.2","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","3","","35","","59",""
