"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-01","1980","01","01","","-5.1","","-13.6","","-9.4","","27.4","","0.0","","0.0","","0.0","T","0.0","T","17","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-02","1980","01","02","","-4.3","","-7.2","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","17","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-03","1980","01","03","","-6.9","","-13.6","","-10.3","","28.3","","0.0","","0.0","","6.7","","6.7","","20","","34","","31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-04","1980","01","04","","-9.6","","-14.0","","-11.8","","29.8","","0.0","","0.0","","3.8","","3.0","","22","","35","","37",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-05","1980","01","05","","-13.5","","-27.6","","-20.6","","38.6","","0.0","","0.0","","11.7","","10.6","","26","","34","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-06","1980","01","06","","-25.6","","-31.0","","-28.3","","46.3","","0.0","","0.0","","0.0","T","0.0","T","32","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-07","1980","01","07","","-26.4","","-30.4","","-28.4","","46.4","","0.0","","0.0","","0.0","T","0.0","T","32","","31","","39",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-08","1980","01","08","","-25.2","","-31.8","","-28.5","","46.5","","0.0","","0.0","","0.0","T","0.0","T","32","","30","","35",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-09","1980","01","09","","-25.9","","-33.6","","-29.8","","47.8","","0.0","","0.0","","0.0","T","0.0","T","32","","","","<31",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01-10","1980","01","10","","-26.0","","-30.1","","-28.1","","46.1","","0.0","","0.0","","2.1","","2.1","","33","","","","<31",""
